listener_id,age,country,platform,subscription,top_genre,top_artist,daily_listening_minutes,songs_per_day,playlists_count,skip_rate_pct,discover_weekly_user,top_mood,uses_offline_mode,podcasts_too
953,35,UK,Apple Music,Premium,Pop,Dua Lipa,82,15,4,42.1,FALSE,Sad,FALSE,TRUE
954,31,USA,Spotify,Free,Pop,Bad Bunny,237,70,15,29.3,FALSE,Energetic,FALSE,TRUE
955,18,Brazil,Tidal,Free,Hip-Hop,Drake,266,85,12,35.8,TRUE,Happy,TRUE,FALSE
956,22,Germany,Apple Music,Free,R&B,Olivia Rodrigo,65,12,3,24.6,FALSE,Sleep,TRUE,TRUE
957,17,Brazil,Spotify,Premium,Pop,Drake,77,25,11,14.1,TRUE,Chill,FALSE,FALSE
958,30,Nigeria,YouTube Music,Free,R&B,Kendrick Lamar,85,28,3,45.2,FALSE,Sad,FALSE,TRUE
959,25,Japan,Spotify,Free,Indie,Drake,273,85,10,47.6,TRUE,Sad,TRUE,TRUE
960,27,Canada,Apple Music,Premium,Pop,SZA,201,57,9,0,FALSE,Happy,TRUE,FALSE
961,16,Australia,Spotify,Free,Lo-fi,BTS,145,38,10,38.5,FALSE,Energetic,TRUE,FALSE
962,49,India,Amazon Music,Premium,Lo-fi,Kendrick Lamar,60,23,15,13.8,TRUE,Party,TRUE,TRUE
963,16,India,Spotify,Free,Rock,Bad Bunny,168,44,7,14.2,FALSE,Workout,FALSE,TRUE
964,29,USA,Spotify,Premium,EDM,Travis Scott,72,17,7,0.3,TRUE,Happy,TRUE,FALSE
965,20,Brazil,Spotify,Family,EDM,Billie Eilish,118,28,8,33.7,FALSE,Workout,FALSE,TRUE
966,35,France,Apple Music,Premium,Rock,BTS,63,19,9,24.1,FALSE,Chill,FALSE,FALSE
967,35,Australia,Spotify,Free,K-Pop,Billie Eilish,64,19,4,31.2,FALSE,Party,FALSE,TRUE
968,34,India,YouTube Music,Premium,Afrobeats,Billie Eilish,146,46,11,31.9,TRUE,Energetic,TRUE,FALSE
969,20,France,YouTube Music,Free,Indie,The Weeknd,100,28,7,47.8,TRUE,Energetic,FALSE,FALSE
970,26,Brazil,Spotify,Free,Hip-Hop,The Weeknd,73,26,11,21.6,TRUE,Workout,FALSE,FALSE
971,25,France,Apple Music,Free,EDM,Tyler the Creator,163,46,8,15.5,FALSE,Chill,FALSE,TRUE
972,27,Brazil,Tidal,Premium,Rock,Billie Eilish,90,17,6,15.8,TRUE,Focus,FALSE,FALSE
973,25,India,Spotify,Family,Pop,BTS,151,46,11,25.7,FALSE,Workout,FALSE,FALSE
974,13,Japan,Spotify,Premium,Pop,Drake,122,35,8,32.5,TRUE,Party,FALSE,FALSE
975,27,Germany,Amazon Music,Premium,Lo-fi,BTS,143,46,7,47.7,TRUE,Party,TRUE,TRUE
976,25,Brazil,Apple Music,Free,Indie,Billie Eilish,36,16,9,19.7,TRUE,Sad,FALSE,FALSE
977,26,UK,Apple Music,Premium,R&B,Drake,70,20,5,27.6,FALSE,Focus,TRUE,FALSE
978,17,Japan,Apple Music,Free,Afrobeats,Olivia Rodrigo,108,26,12,19.2,TRUE,Happy,TRUE,FALSE
979,13,Nigeria,YouTube Music,Family,Rock,SZA,190,49,11,33.1,TRUE,Sleep,TRUE,TRUE
980,22,Germany,Apple Music,Free,Pop,Kendrick Lamar,351,98,12,13.1,FALSE,Focus,FALSE,TRUE
981,14,USA,YouTube Music,Premium,Indie,Ariana Grande,56,20,11,13.2,FALSE,Chill,TRUE,TRUE
982,18,Brazil,Spotify,Student,K-Pop,Travis Scott,5,1,7,23,TRUE,Energetic,TRUE,TRUE
983,32,Canada,Apple Music,Free,Indie,Tyler the Creator,210,59,8,55.2,TRUE,Happy,FALSE,FALSE
984,33,France,Tidal,Premium,Classical,Travis Scott,271,76,10,29,TRUE,Focus,FALSE,TRUE
985,21,Brazil,Tidal,Premium,Rock,Billie Eilish,94,27,7,31.2,FALSE,Sad,TRUE,FALSE
986,27,Germany,Tidal,Premium,K-Pop,Travis Scott,245,67,15,38.9,TRUE,Sleep,TRUE,FALSE
987,13,Canada,Spotify,Premium,Afrobeats,Bad Bunny,42,17,4,44.1,FALSE,Chill,TRUE,TRUE
988,28,India,YouTube Music,Free,Pop,SZA,162,36,13,18.2,FALSE,Happy,FALSE,TRUE
989,32,Canada,Spotify,Free,Classical,The Weeknd,106,29,12,47.9,FALSE,Workout,FALSE,FALSE
990,15,UK,Spotify,Free,Hip-Hop,Bad Bunny,41,22,11,46.5,TRUE,Sad,TRUE,TRUE
991,13,Nigeria,Spotify,Family,K-Pop,Billie Eilish,243,66,7,47.3,TRUE,Workout,FALSE,FALSE
992,43,India,Amazon Music,Family,EDM,Taylor Swift,80,23,11,36.4,TRUE,Sleep,TRUE,FALSE
993,32,Canada,Amazon Music,Student,Pop,SZA,66,18,6,19.5,FALSE,Workout,FALSE,TRUE
994,39,Germany,Apple Music,Premium,Rock,Kendrick Lamar,122,42,8,17,FALSE,Focus,FALSE,TRUE
995,39,UK,Apple Music,Free,Pop,BTS,239,71,6,7.9,FALSE,Sad,TRUE,FALSE
996,23,India,Spotify,Free,EDM,SZA,117,27,9,13.7,FALSE,Chill,FALSE,TRUE
997,13,France,Spotify,Free,K-Pop,BTS,168,55,12,20.5,TRUE,Sleep,TRUE,FALSE
998,14,Brazil,YouTube Music,Free,K-Pop,Drake,117,29,9,33.8,FALSE,Sleep,TRUE,TRUE
999,41,Japan,Tidal,Free,Pop,Taylor Swift,86,21,12,50.7,FALSE,Party,FALSE,FALSE
1000,23,Brazil,YouTube Music,Premium,Hip-Hop,Kendrick Lamar,134,40,8,12.5,FALSE,Sad,TRUE,FALSE
1001,33,France,Apple Music,Free,Pop,BTS,21,3,7,21.6,TRUE,Workout,FALSE,FALSE
1002,24,India,Apple Music,Free,Indie,Dua Lipa,256,76,12,1.4,TRUE,Energetic,TRUE,FALSE
1003,40,USA,YouTube Music,Free,Lo-fi,Bad Bunny,117,30,4,10.4,FALSE,Focus,TRUE,TRUE
1004,27,Japan,Spotify,Free,Rock,Bad Bunny,101,20,5,3.7,TRUE,Energetic,TRUE,TRUE
1005,13,Australia,YouTube Music,Free,Indie,Burna Boy,94,29,13,24.8,FALSE,Energetic,FALSE,TRUE
1006,13,Japan,YouTube Music,Premium,Hip-Hop,Billie Eilish,52,20,9,39.8,FALSE,Party,FALSE,FALSE
1007,24,Canada,YouTube Music,Family,Afrobeats,Olivia Rodrigo,261,68,1,35.4,FALSE,Happy,FALSE,TRUE
1008,18,Germany,Apple Music,Student,Indie,Kendrick Lamar,105,41,14,26.3,FALSE,Sad,FALSE,FALSE
1009,15,Japan,Apple Music,Premium,Afrobeats,Burna Boy,340,97,7,41.7,TRUE,Sleep,FALSE,TRUE
1010,30,Nigeria,YouTube Music,Free,Country,BTS,119,33,12,21.8,TRUE,Energetic,TRUE,FALSE
1011,19,USA,YouTube Music,Premium,Jazz,SZA,82,27,10,36.3,TRUE,Chill,FALSE,FALSE
1012,18,India,Apple Music,Free,R&B,Ariana Grande,206,60,8,27.4,FALSE,Chill,FALSE,TRUE
1013,38,Nigeria,Spotify,Free,Pop,The Weeknd,21,4,8,5.5,TRUE,Party,TRUE,FALSE
1014,31,USA,Spotify,Free,Hip-Hop,SZA,377,101,7,13.2,FALSE,Focus,FALSE,TRUE
1015,23,Nigeria,Spotify,Free,Jazz,Olivia Rodrigo,73,17,14,34.8,FALSE,Sad,FALSE,FALSE
1016,28,Japan,SoundCloud,Family,Lo-fi,Olivia Rodrigo,249,72,8,33.6,FALSE,Sad,FALSE,FALSE
1017,30,Australia,YouTube Music,Student,Pop,The Weeknd,80,23,7,43.1,FALSE,Sad,FALSE,FALSE
1018,23,India,YouTube Music,Free,R&B,Ariana Grande,17,6,5,36.4,FALSE,Focus,FALSE,TRUE
1019,23,India,Apple Music,Family,Pop,Burna Boy,130,41,5,47.3,FALSE,Energetic,TRUE,FALSE
1020,44,France,YouTube Music,Free,Indie,Tyler the Creator,56,17,6,51.5,FALSE,Energetic,FALSE,TRUE
1021,26,USA,YouTube Music,Family,EDM,Dua Lipa,287,83,14,45.6,TRUE,Focus,FALSE,FALSE
1022,39,Japan,Apple Music,Premium,Jazz,Ariana Grande,99,28,9,43.4,TRUE,Sad,FALSE,FALSE
1023,25,Germany,YouTube Music,Free,Classical,Ariana Grande,47,13,9,58.7,TRUE,Workout,TRUE,FALSE
1024,29,Australia,Spotify,Free,K-Pop,Kendrick Lamar,101,44,8,0,FALSE,Chill,TRUE,TRUE
1025,22,Brazil,Tidal,Premium,Country,Bad Bunny,33,13,13,28.8,FALSE,Focus,TRUE,TRUE
1026,26,Canada,Tidal,Free,Pop,Taylor Swift,168,41,8,52.1,TRUE,Energetic,TRUE,FALSE
1027,30,Canada,Spotify,Premium,EDM,Tyler the Creator,440,122,11,23.3,FALSE,Focus,FALSE,FALSE
1028,47,India,YouTube Music,Premium,Pop,Dua Lipa,96,29,8,21,TRUE,Chill,FALSE,TRUE
1029,35,UK,Tidal,Premium,Hip-Hop,BTS,253,72,5,35.3,TRUE,Party,TRUE,FALSE
1030,36,USA,YouTube Music,Premium,Pop,The Weeknd,69,19,3,17.1,TRUE,Happy,FALSE,FALSE
1031,15,USA,Spotify,Free,Hip-Hop,SZA,73,22,7,32.1,FALSE,Sleep,FALSE,FALSE
1032,23,UK,Spotify,Free,Hip-Hop,Burna Boy,256,78,11,19.8,TRUE,Sleep,TRUE,FALSE
1033,15,Germany,Spotify,Free,Hip-Hop,Taylor Swift,232,63,3,39.4,TRUE,Energetic,FALSE,TRUE
1034,40,Japan,Spotify,Free,Rock,Travis Scott,135,43,7,4.9,FALSE,Workout,FALSE,TRUE
1035,21,India,Amazon Music,Premium,R&B,Kendrick Lamar,195,58,15,38.6,TRUE,Energetic,TRUE,FALSE
1036,26,USA,Apple Music,Family,EDM,Taylor Swift,93,27,3,36,TRUE,Focus,FALSE,FALSE
1037,24,Germany,Spotify,Free,Lo-fi,Ariana Grande,203,48,6,6.8,FALSE,Workout,TRUE,FALSE
1038,13,Germany,YouTube Music,Free,Pop,Drake,34,10,5,19.2,FALSE,Sleep,TRUE,TRUE
1039,31,Australia,Apple Music,Premium,Pop,Dua Lipa,183,58,14,30.2,TRUE,Party,FALSE,TRUE
1040,33,USA,SoundCloud,Premium,Pop,Kendrick Lamar,192,52,6,16.8,FALSE,Happy,TRUE,FALSE
1041,16,Nigeria,Apple Music,Premium,Jazz,BTS,77,33,8,24.5,TRUE,Happy,TRUE,TRUE
1042,36,France,YouTube Music,Premium,R&B,Tyler the Creator,54,17,12,38.8,TRUE,Sad,TRUE,FALSE
1043,35,France,Amazon Music,Free,Rock,Drake,296,84,15,34.5,TRUE,Workout,FALSE,TRUE
1044,23,Japan,Spotify,Free,Pop,Kendrick Lamar,190,62,9,18.7,TRUE,Energetic,FALSE,FALSE
1045,20,India,SoundCloud,Free,Rock,Billie Eilish,179,49,5,28.2,TRUE,Party,TRUE,FALSE
1046,28,Nigeria,Spotify,Premium,Pop,Billie Eilish,22,8,10,38.7,TRUE,Workout,FALSE,FALSE
1047,25,Germany,Spotify,Family,Pop,Kendrick Lamar,70,11,7,27.9,TRUE,Happy,FALSE,TRUE
1048,35,Canada,Apple Music,Family,Country,Burna Boy,170,43,14,45.8,FALSE,Sad,FALSE,TRUE
1049,15,USA,Amazon Music,Premium,K-Pop,SZA,170,50,8,33.4,TRUE,Sleep,TRUE,TRUE
1050,18,Germany,YouTube Music,Free,Hip-Hop,Bad Bunny,96,24,9,41.6,TRUE,Energetic,FALSE,FALSE
1051,38,USA,Spotify,Free,Afrobeats,Ariana Grande,78,22,12,34.7,TRUE,Energetic,FALSE,FALSE
1052,37,Brazil,SoundCloud,Family,Hip-Hop,Ariana Grande,97,30,15,41.7,TRUE,Energetic,FALSE,FALSE
1053,27,India,Spotify,Student,Pop,Billie Eilish,130,44,9,25,TRUE,Workout,TRUE,TRUE
1054,18,India,Apple Music,Premium,Rock,The Weeknd,111,26,8,37.3,FALSE,Focus,FALSE,TRUE
1055,15,Australia,Apple Music,Free,Lo-fi,Billie Eilish,310,93,9,38.9,TRUE,Workout,FALSE,FALSE
1056,26,Australia,Spotify,Premium,R&B,Burna Boy,47,19,8,27.2,TRUE,Happy,TRUE,TRUE
1057,18,Canada,Spotify,Student,Classical,Burna Boy,155,47,6,12.8,FALSE,Party,FALSE,TRUE
1058,26,France,Spotify,Free,Pop,Burna Boy,261,78,7,30.2,FALSE,Chill,FALSE,FALSE
1059,26,Germany,Amazon Music,Free,Rock,SZA,66,17,5,45.2,FALSE,Sad,FALSE,FALSE
1060,34,UK,Spotify,Free,Classical,Billie Eilish,190,52,12,17.3,TRUE,Workout,TRUE,FALSE
1061,24,Australia,SoundCloud,Free,Indie,SZA,251,73,6,18.4,TRUE,Party,TRUE,FALSE
1062,39,France,Apple Music,Free,Rock,Ariana Grande,65,16,10,27.2,FALSE,Chill,FALSE,TRUE
1063,27,Nigeria,Spotify,Premium,Classical,Olivia Rodrigo,156,45,11,30.7,TRUE,Party,TRUE,FALSE
1064,39,Australia,Spotify,Free,Classical,Olivia Rodrigo,139,46,6,35,TRUE,Chill,FALSE,TRUE
1065,38,India,YouTube Music,Free,Rock,Drake,173,42,9,26,TRUE,Happy,FALSE,TRUE
1066,25,Australia,YouTube Music,Family,Pop,Bad Bunny,83,33,7,34.4,TRUE,Sleep,TRUE,FALSE
1067,27,India,Spotify,Free,Pop,Billie Eilish,107,33,9,35.1,FALSE,Energetic,TRUE,TRUE
1068,25,UK,Apple Music,Free,Hip-Hop,Taylor Swift,264,84,8,22.9,TRUE,Sad,TRUE,FALSE
1069,32,Japan,Spotify,Premium,Hip-Hop,Olivia Rodrigo,188,50,5,51.2,TRUE,Happy,TRUE,FALSE
1070,31,Australia,YouTube Music,Family,Pop,Kendrick Lamar,207,60,11,23.8,TRUE,Workout,TRUE,FALSE
1071,27,UK,Spotify,Free,Rock,Olivia Rodrigo,108,32,7,22.1,TRUE,Focus,TRUE,FALSE
1072,27,Japan,Spotify,Free,Country,Dua Lipa,114,38,14,38,TRUE,Sad,TRUE,TRUE
1073,28,Japan,Apple Music,Free,Rock,Tyler the Creator,113,25,7,34.5,TRUE,Sad,FALSE,FALSE
1074,38,Germany,YouTube Music,Premium,Pop,Kendrick Lamar,114,29,10,20.9,TRUE,Focus,FALSE,TRUE
1075,35,Nigeria,Amazon Music,Family,Indie,Burna Boy,98,19,11,40.8,FALSE,Happy,TRUE,TRUE
1076,39,Japan,Tidal,Free,K-Pop,Drake,74,24,13,39,FALSE,Sad,FALSE,FALSE
1077,25,Brazil,Apple Music,Free,EDM,Billie Eilish,136,40,13,35.7,TRUE,Focus,TRUE,TRUE
1078,21,UK,YouTube Music,Free,Rock,Travis Scott,36,11,10,25.7,TRUE,Party,FALSE,TRUE
1079,18,Australia,Amazon Music,Free,Afrobeats,Burna Boy,95,22,11,27.9,FALSE,Workout,TRUE,FALSE
1080,25,Japan,Spotify,Premium,Pop,Drake,133,35,9,19.1,TRUE,Chill,TRUE,FALSE
1081,28,UK,Apple Music,Free,EDM,Olivia Rodrigo,18,8,8,36.3,FALSE,Focus,FALSE,FALSE
1082,29,France,Apple Music,Free,K-Pop,Kendrick Lamar,216,73,10,36.3,FALSE,Energetic,FALSE,FALSE
1083,24,UK,Spotify,Free,Pop,Dua Lipa,48,7,14,26.7,TRUE,Focus,FALSE,FALSE
1084,25,Brazil,Amazon Music,Free,K-Pop,Dua Lipa,181,44,11,37.2,FALSE,Chill,TRUE,TRUE
1085,24,India,YouTube Music,Free,Pop,Tyler the Creator,272,72,9,8.2,FALSE,Energetic,FALSE,TRUE
1086,43,Japan,Apple Music,Free,Pop,Ariana Grande,148,51,11,23.9,TRUE,Focus,FALSE,FALSE
1087,30,Australia,Apple Music,Free,EDM,Tyler the Creator,82,22,12,32.3,TRUE,Happy,TRUE,TRUE
1088,17,India,Spotify,Free,K-Pop,Taylor Swift,209,63,10,26.3,FALSE,Focus,FALSE,FALSE
1089,13,Canada,Spotify,Premium,Country,Olivia Rodrigo,146,45,16,48,TRUE,Focus,TRUE,TRUE
1090,21,Germany,Spotify,Free,Hip-Hop,Olivia Rodrigo,10,1,11,24,TRUE,Workout,FALSE,TRUE
1091,30,India,YouTube Music,Premium,Country,Tyler the Creator,145,41,9,33.7,FALSE,Energetic,FALSE,FALSE
1092,23,Nigeria,YouTube Music,Free,Pop,Ariana Grande,98,21,9,48.2,TRUE,Sleep,TRUE,TRUE
1093,21,UK,Apple Music,Family,Lo-fi,Drake,220,55,9,37.3,FALSE,Focus,FALSE,FALSE
1094,26,Nigeria,Apple Music,Free,Rock,Drake,147,37,11,26.5,FALSE,Focus,TRUE,FALSE
1095,33,UK,Apple Music,Free,Pop,BTS,214,66,10,32.6,FALSE,Happy,TRUE,FALSE
1096,37,Nigeria,Spotify,Family,Country,Taylor Swift,54,18,7,22.2,TRUE,Sleep,TRUE,FALSE
1097,27,Australia,YouTube Music,Family,Hip-Hop,Olivia Rodrigo,149,41,8,45.4,TRUE,Workout,FALSE,FALSE
1098,37,Australia,YouTube Music,Premium,Pop,Dua Lipa,164,44,10,30,FALSE,Party,TRUE,FALSE
1099,22,Canada,Amazon Music,Premium,R&B,The Weeknd,113,38,7,30.2,FALSE,Energetic,TRUE,TRUE
1100,29,Germany,Apple Music,Family,Hip-Hop,Dua Lipa,30,3,6,27.7,FALSE,Focus,FALSE,FALSE
1101,24,Japan,Spotify,Free,Pop,Olivia Rodrigo,187,55,11,29.6,TRUE,Happy,TRUE,TRUE
1102,26,Japan,Apple Music,Student,Lo-fi,Taylor Swift,62,15,8,25.6,FALSE,Sleep,FALSE,TRUE
1103,22,France,Spotify,Free,Country,Taylor Swift,36,8,11,21.5,FALSE,Sad,TRUE,FALSE
1104,29,Germany,Spotify,Free,Pop,Ariana Grande,121,33,4,25.5,FALSE,Happy,FALSE,FALSE
1105,37,Brazil,Spotify,Premium,Country,BTS,154,43,5,36.3,TRUE,Focus,FALSE,FALSE
1106,20,Australia,Spotify,Premium,R&B,SZA,220,65,8,42.3,TRUE,Focus,FALSE,FALSE
1107,29,Brazil,YouTube Music,Free,Hip-Hop,SZA,49,19,12,22.2,FALSE,Happy,FALSE,TRUE
1108,20,India,Apple Music,Family,Rock,BTS,85,23,12,34.7,TRUE,Workout,FALSE,FALSE
1109,23,France,Spotify,Family,Rock,Bad Bunny,159,46,13,30.7,TRUE,Happy,TRUE,TRUE
1110,43,Canada,Tidal,Free,EDM,BTS,40,14,10,32.5,FALSE,Happy,FALSE,TRUE
1111,27,Nigeria,Tidal,Family,Hip-Hop,Drake,81,25,11,47.3,TRUE,Energetic,TRUE,TRUE
1112,33,Japan,Spotify,Student,Pop,Drake,32,10,13,39.1,TRUE,Chill,FALSE,FALSE
1113,23,Japan,YouTube Music,Free,K-Pop,SZA,259,76,7,43.9,TRUE,Sad,FALSE,TRUE
1114,24,Japan,Spotify,Free,EDM,Kendrick Lamar,30,7,10,16.1,FALSE,Workout,TRUE,FALSE
1115,13,UK,Amazon Music,Family,Country,Tyler the Creator,101,40,13,15.1,TRUE,Chill,FALSE,TRUE
1116,26,Brazil,Apple Music,Premium,Hip-Hop,Kendrick Lamar,43,5,7,33.7,FALSE,Chill,TRUE,TRUE
1117,37,India,Spotify,Premium,K-Pop,Burna Boy,131,35,11,15,FALSE,Party,FALSE,FALSE
1118,28,Canada,Spotify,Family,Pop,Burna Boy,203,57,9,15.3,FALSE,Energetic,FALSE,FALSE
1119,23,Brazil,Spotify,Premium,Hip-Hop,Burna Boy,159,42,9,22.4,FALSE,Sad,FALSE,TRUE
1120,35,Canada,SoundCloud,Free,EDM,Drake,360,101,7,24.9,FALSE,Sad,FALSE,FALSE
1121,17,Germany,Spotify,Free,Indie,Travis Scott,192,53,8,23.7,FALSE,Party,FALSE,FALSE
1122,36,Nigeria,Apple Music,Premium,K-Pop,The Weeknd,309,83,12,28.8,TRUE,Happy,FALSE,FALSE
1123,18,Brazil,Spotify,Free,Pop,The Weeknd,33,15,15,50.8,FALSE,Focus,TRUE,TRUE
1124,19,Australia,Spotify,Free,R&B,Bad Bunny,111,27,8,48,TRUE,Sleep,TRUE,TRUE
1125,28,Germany,YouTube Music,Free,Pop,BTS,188,51,6,13,FALSE,Party,FALSE,FALSE
1126,34,Australia,Spotify,Family,Country,Olivia Rodrigo,65,31,5,26.4,FALSE,Sleep,TRUE,FALSE
1127,22,Nigeria,SoundCloud,Free,K-Pop,Burna Boy,337,95,16,33.1,TRUE,Party,TRUE,TRUE
1128,37,Nigeria,Amazon Music,Premium,Jazz,Burna Boy,149,41,7,40.6,TRUE,Chill,TRUE,TRUE
1129,51,Japan,Spotify,Student,Indie,Drake,46,18,5,19.7,TRUE,Party,TRUE,FALSE
1130,30,Nigeria,Spotify,Premium,Indie,Billie Eilish,129,33,10,32.5,TRUE,Energetic,FALSE,FALSE
1131,21,India,Spotify,Free,Hip-Hop,BTS,116,25,10,32.5,TRUE,Chill,FALSE,FALSE
1132,38,Japan,Apple Music,Free,Hip-Hop,Tyler the Creator,114,33,7,37.9,TRUE,Happy,FALSE,TRUE
1133,33,Japan,Spotify,Family,Jazz,Olivia Rodrigo,183,53,7,36.4,TRUE,Happy,TRUE,TRUE
1134,39,France,SoundCloud,Student,Indie,Tyler the Creator,286,81,10,16.1,TRUE,Workout,FALSE,FALSE
1135,24,Australia,Amazon Music,Free,Classical,Tyler the Creator,138,33,11,37.1,TRUE,Chill,TRUE,FALSE
1136,46,Japan,SoundCloud,Free,Afrobeats,The Weeknd,47,16,9,21.6,TRUE,Focus,FALSE,TRUE
1137,28,UK,Tidal,Premium,Lo-fi,Drake,250,70,14,11.3,TRUE,Chill,TRUE,FALSE
1138,24,India,YouTube Music,Free,Rock,Burna Boy,114,31,13,42.6,FALSE,Happy,FALSE,FALSE
1139,26,France,Apple Music,Free,Lo-fi,Drake,149,47,9,25.9,FALSE,Sleep,TRUE,FALSE
1140,18,USA,SoundCloud,Family,Indie,Taylor Swift,41,18,6,19.5,TRUE,Workout,TRUE,FALSE
1141,30,Japan,Spotify,Free,Pop,Ariana Grande,113,36,9,29,TRUE,Focus,TRUE,TRUE
1142,28,USA,Apple Music,Premium,Afrobeats,The Weeknd,72,20,5,26,FALSE,Workout,FALSE,FALSE
1143,22,Brazil,Spotify,Free,Pop,Burna Boy,474,136,12,31.3,TRUE,Chill,TRUE,FALSE
1144,24,India,Apple Music,Free,K-Pop,SZA,158,43,9,29.5,FALSE,Energetic,TRUE,FALSE
1145,45,India,Spotify,Free,Hip-Hop,The Weeknd,172,51,15,32.3,TRUE,Chill,TRUE,TRUE
1146,28,Nigeria,YouTube Music,Premium,Hip-Hop,Burna Boy,23,16,12,30.3,FALSE,Chill,TRUE,TRUE
1147,13,USA,Spotify,Free,K-Pop,Olivia Rodrigo,179,59,8,53.7,TRUE,Sleep,TRUE,FALSE
1148,13,USA,YouTube Music,Free,EDM,BTS,227,64,7,48.6,FALSE,Sad,TRUE,FALSE
1149,35,Brazil,YouTube Music,Free,EDM,BTS,59,21,11,20.7,TRUE,Chill,FALSE,TRUE
1150,35,France,Spotify,Premium,K-Pop,Taylor Swift,71,14,8,26.7,FALSE,Sleep,FALSE,TRUE
1151,26,France,Spotify,Family,R&B,Bad Bunny,72,16,8,22.6,FALSE,Workout,FALSE,FALSE
1152,24,Germany,YouTube Music,Premium,Rock,Dua Lipa,114,35,6,23.1,FALSE,Focus,FALSE,TRUE
1153,34,Nigeria,Spotify,Free,Afrobeats,Olivia Rodrigo,139,33,7,22.5,TRUE,Chill,FALSE,FALSE
1154,22,Japan,Apple Music,Free,Lo-fi,Ariana Grande,73,10,7,23,TRUE,Workout,FALSE,FALSE
1155,22,USA,Apple Music,Family,K-Pop,BTS,77,23,5,16.3,FALSE,Sleep,FALSE,TRUE
1156,19,Japan,Spotify,Student,Lo-fi,Burna Boy,286,76,8,38.2,TRUE,Party,FALSE,TRUE
1157,37,Canada,Apple Music,Free,Hip-Hop,Billie Eilish,128,39,10,36.6,FALSE,Focus,FALSE,TRUE
1158,36,France,Apple Music,Family,Hip-Hop,Taylor Swift,160,47,10,38.8,FALSE,Sad,TRUE,TRUE
1159,37,India,Spotify,Free,Pop,The Weeknd,210,52,9,31.6,FALSE,Party,FALSE,FALSE
1160,43,Canada,Tidal,Free,K-Pop,The Weeknd,9,4,11,27.3,FALSE,Sad,FALSE,TRUE
1161,40,Australia,SoundCloud,Family,Indie,Bad Bunny,30,11,12,6.1,FALSE,Sleep,TRUE,FALSE
1162,28,Canada,Spotify,Premium,Pop,SZA,194,51,8,24.9,FALSE,Focus,TRUE,FALSE
1163,29,Canada,Apple Music,Student,Jazz,SZA,38,3,13,14.4,FALSE,Workout,TRUE,TRUE
1164,14,Australia,Spotify,Premium,Pop,SZA,118,36,7,38.6,TRUE,Workout,FALSE,TRUE
1165,24,USA,Spotify,Free,EDM,Dua Lipa,196,58,6,13.3,FALSE,Chill,TRUE,TRUE
1166,27,France,Spotify,Premium,Rock,Bad Bunny,138,39,10,35,TRUE,Chill,TRUE,FALSE
1167,24,India,Apple Music,Premium,Classical,Taylor Swift,150,55,11,3.1,TRUE,Focus,TRUE,TRUE
1168,36,Australia,YouTube Music,Premium,EDM,Bad Bunny,88,27,3,11.2,FALSE,Happy,TRUE,TRUE
1169,26,UK,Spotify,Free,Rock,The Weeknd,395,117,10,10.6,TRUE,Sleep,FALSE,TRUE
1170,18,France,Apple Music,Premium,Indie,Ariana Grande,57,19,11,34,TRUE,Sad,FALSE,FALSE
1171,26,Nigeria,Apple Music,Free,K-Pop,Dua Lipa,148,40,9,39.4,FALSE,Energetic,FALSE,FALSE
1172,24,Canada,Apple Music,Premium,Jazz,Dua Lipa,138,39,12,4.7,TRUE,Focus,FALSE,TRUE
1173,28,Canada,Apple Music,Free,Hip-Hop,SZA,66,13,8,35.9,TRUE,Chill,FALSE,FALSE
1174,25,Nigeria,Spotify,Family,Country,Travis Scott,42,17,10,22.5,FALSE,Chill,FALSE,FALSE
1175,29,Canada,YouTube Music,Premium,R&B,The Weeknd,61,17,10,18.1,TRUE,Happy,TRUE,FALSE
1176,33,Nigeria,Tidal,Free,Indie,Olivia Rodrigo,47,9,7,53.7,TRUE,Sad,TRUE,FALSE
1177,34,France,Spotify,Student,K-Pop,Burna Boy,109,24,7,39.9,TRUE,Happy,TRUE,FALSE
1178,26,UK,Tidal,Premium,Classical,SZA,154,38,8,19.9,FALSE,Sleep,FALSE,FALSE
1179,22,Canada,Spotify,Free,Hip-Hop,Billie Eilish,116,29,3,12.9,FALSE,Happy,FALSE,FALSE
1180,40,Nigeria,Spotify,Free,Hip-Hop,SZA,106,29,13,2.9,FALSE,Happy,TRUE,FALSE
1181,19,France,Spotify,Family,Indie,The Weeknd,240,63,10,45.6,TRUE,Sad,TRUE,TRUE
1182,34,Australia,Spotify,Free,Afrobeats,Tyler the Creator,57,19,12,27.9,TRUE,Energetic,FALSE,TRUE
1183,13,Japan,YouTube Music,Student,Pop,BTS,160,48,3,25.7,FALSE,Energetic,TRUE,TRUE
1184,16,USA,SoundCloud,Free,Rock,SZA,51,14,10,30.3,FALSE,Sleep,TRUE,FALSE
1185,20,Germany,Apple Music,Free,Pop,SZA,179,64,10,20.5,FALSE,Happy,FALSE,FALSE
1186,25,Japan,Spotify,Free,Indie,Kendrick Lamar,34,18,10,21.5,TRUE,Workout,TRUE,FALSE
1187,31,Australia,Tidal,Student,Indie,Olivia Rodrigo,69,20,3,14,FALSE,Happy,TRUE,FALSE
1188,28,India,Amazon Music,Family,Pop,The Weeknd,58,18,12,25.7,TRUE,Energetic,FALSE,TRUE
